station_id,station_name,latitude,longitude,altitude,slots,free_bikes,empty_slots,yelp_id,place_name,review_count,price,rating,distance,category_name
e1593acef03a0fd770595370586bc358,P31 - Estación Canal 13,-33.428334,-70.627312,599.0,13,6,7,-rbEC5j11zAH6qcl_YhHng,Le Fournil,10,2.0,3.7,728.827182591494,breakfast & brunch
e1593acef03a0fd770595370586bc358,P31 - Estación Canal 13,-33.428334,-70.627312,599.0,13,6,7,Vs8LLb7gguxoW2fmDQrusQ,El Polluelo Amarillo,10,2.0,3.7,812.7849028294049,tapas bars
e1593acef03a0fd770595370586bc358,P31 - Estación Canal 13,-33.428334,-70.627312,599.0,13,6,7,Vs8LLb7gguxoW2fmDQrusQ,El Polluelo Amarillo,10,2.0,3.7,812.7849028294049,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,KQ2D3gs9y0wIuTqoKOHO4w,Mestizo,56,4.0,4.3,9.779957876266977,chilean
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,KQ2D3gs9y0wIuTqoKOHO4w,Mestizo,56,4.0,4.3,9.779957876266977,international
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,x_DdLWauj4tkkjapr8xFrQ,Naoki,24,4.0,4.5,1012.9850532353098,japanese
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,DoA80AHI2YjhqemEHm9hEw,Parque Bicentenario,26,,4.9,425.14109680984313,playgrounds
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,DoA80AHI2YjhqemEHm9hEw,Parque Bicentenario,26,,4.9,425.14109680984313,dog parks
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,9L7D68rsmWKp3ynU8xA4TQ,La Mar,39,4.0,4.5,1053.6983922695504,peruvian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,T6ENSUv8tDALgdBPdsTPWw,Miraolas,13,3.0,4.5,1120.4767169144377,seafood
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,275PG2F-LO8V54M2AAuQkQ,Ox Restaurant,16,4.0,3.9,460.29070245338266,steakhouses
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,2XQ9o3CwRH1HZr2f_abl4Q,Köök,8,3.0,3.9,388.0929925258448,latin american
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,2XQ9o3CwRH1HZr2f_abl4Q,Köök,8,3.0,3.9,388.0929925258448,bistros
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,KSjG0d5CMbDUfLkEvmyk_w,Cuerovaca,13,3.0,4.1,1065.7354808240602,steakhouses
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,jK0OawyZhe-xPuGMDwsQKQ,Balbona Gastro Bar,8,3.0,4.4,1022.4029266227082,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,jK0OawyZhe-xPuGMDwsQKQ,Balbona Gastro Bar,8,3.0,4.4,1022.4029266227082,spanish
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,zHxuxEw1isR1qT9g1bSlRA,Osaka,6,,4.7,826.1446993441749,nikkei
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,zHxuxEw1isR1qT9g1bSlRA,Osaka,6,,4.7,826.1446993441749,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,pdYeOOp57Oq163vCK8p5Zw,Cumarú,2,4.0,5.0,300.17254156239915,peruvian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,HscLEQuaaZ6Sa91pY4kfHg,Mariolas El Mañío,5,2.0,4.8,1013.678651858006,seafood
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,YHYoDWBZqI8QDJ2hqb8yPA,Rubaiyat,4,,4.3,354.11967124578825,steakhouses
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,jzkQARmHUZ3z3QCoWrQ0SQ,Mr. Jack,7,2.0,4.4,636.6233863510759,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,jzkQARmHUZ3z3QCoWrQ0SQ,Mr. Jack,7,2.0,4.4,636.6233863510759,cafeteria
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,jzkQARmHUZ3z3QCoWrQ0SQ,Mr. Jack,7,2.0,4.4,636.6233863510759,burgers
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,APHxt34txNliJj46TYcjdQ,Starnberg Restaurant,8,3.0,4.1,989.1220509597448,german
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,WIHK2gHP7nqj1fWrqomWCQ,Carnal,6,3.0,4.2,732.9019742428139,steakhouses
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,e-SQwxGA6xn1nzK9yVDxcA,Tramonto Bar,5,4.0,4.2,962.6422477947242,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,e-SQwxGA6xn1nzK9yVDxcA,Tramonto Bar,5,4.0,4.2,962.6422477947242,chilean
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,zI6h2r3AYtR4_co2gPfs4Q,Da Carla Ristorante,4,3.0,4.8,963.954168358868,italian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,MeE7iPh7g7zhy5-p7Tw-7A,Saffron,4,2.0,5.0,933.6289618133064,indian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,JjU-L_5htqz8CrNPtkc8bg,La Boquería de Barcelona,4,3.0,4.5,1026.8904041917076,wine bars
